sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,configurable_variations,configurable_variation_labels
"simple product3",,Default,simple,,base,"simple product3",,,,1,"Taxable Goods","Catalog, Search",15.000000,,,,ipsum-placeholder-text-goes-here1-2,"Ipsum Placeholder Text  Goes Here1","Ipsum Placeholder Text  Goes Here1","Ipsum Placeholder Text  Goes Here1 ",no_selection,,no_selection,,no_selection,,no_selection,,"5/11/20, 4:29 AM","6/3/20, 10:29 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"amxnotif_hide_alert=No,brand=Test2,cart2quote_quotable=Use default,configurable_attr_options=0,enable_advanced_layout=No,expedited_delivery_time=0,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,model_no=55555,standard_delivery_time=0,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,weltpixel_hover_image=no_selection",99999.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,/d/o/download_1__1.jpg,,,,,,,,,,,,
"simple product4",,Default,simple,"Default Category/Products/Circuit Breakers/Plain Air Circuit Breaker/Plain Air Circuit1,Default Category/Products/Circuit Breakers/Plain Air Circuit Breaker/Plain Air Circuit1/Plain Air Circuit1.1,Default Category/Products/Circuit Breakers,Default Category/Products/Circuit Breakers/Plain Air Circuit Breaker,Default Category/Products/HVAC,Default Category/Products/HVAC/Room Thermostats,Default Category/Products/HVAC/Thermostats,Default Category/Products/HVAC/HVAC Pressure Switches,Default Category/Products/Electrical/Contactors, Starters, & Overloads",base,"simple product4",,,,1,"Taxable Goods","Catalog, Search",500.000000,,,,ipsum-placeholder-text-goes-here-2,"Ipsum Placeholder Text  Goes Here","Ipsum Placeholder Text  Goes Here","Ipsum Placeholder Text  Goes Here ",/d/o/download_3__1.jpg,,/d/o/download_3__1.jpg,,/d/o/download_3__1.jpg,,/d/o/download_3__1.jpg,,"5/11/20, 4:30 AM","11/3/20, 9:52 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"amxnotif_hide_alert=No,brand=CIS Brand,cart2quote_quotable=Use default,configurable_attr_options=0,cover_end_displace=3,cover_port=B,enable_advanced_layout=No,enable_delivery_options=Yes,expedited_delivery_time=Ships In 1 - 3 Days,featured_sort_no=11,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=C,mid_pump_displace=11,model_no=4442424,pump_mounting=2,rings=Lorem Ipsum Sub3,shaft_end_displace=25,shaft_port=C,standard_delivery_time=Ships in 10 - 14 Weeks,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No,weltpixel_hover_image=/d/o/download_3__1.jpg",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,/d/o/download_3__1.jpg,,,,,,,,,,,,
"simple product5",,Default,simple,"Default Category/Products/Circuit Breakers/Plain Air Circuit Breaker/Plain Air Circuit1,Default Category/Products/Circuit Breakers/Plain Air Circuit Breaker/Plain Air Circuit1/Plain Air Circuit1.1,Default Category/Featured Products",base,"MHT1000/750/500 R1 JA – 35 S123  High torque low speed vane motors (Multi-Torque) credit",,,,1,"Taxable Goods","Catalog, Search",500.000000,,,,ipsum-placeholder-text-goes-here-3,"Ipsum Placeholder Text  Goes Here","Ipsum Placeholder Text  Goes Here","Ipsum Placeholder Text  Goes Here ",/v/i/viegap_14543_image1.jpg,,/v/i/viegap_14543_image1.jpg,,/v/i/viegap_14543_image1.jpg,,/v/i/viegap_14543_image1.jpg,,"5/11/20, 4:32 AM","11/17/20, 11:02 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"amxnotif_hide_alert=No,brand=CIS Brand,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,expedited_delivery_time=0,featured_sort_no=2,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,model_no=4442424,pump_mounting=2,rings=Lorem Ipsum Sub3,shaft_end_displace=25,shaft_port=A,standard_delivery_time=0,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No,weltpixel_hover_image=/v/i/viegap_14543_image1.jpg",99969.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,/v/i/viegap_14543_image1.jpg,,,,,,,,,,,,
DG4VC-5-22AL-M-PS2-H-7-50,,Default,simple,"Default Category/Products/Micro Electronics/Microcontroller ,Default Category/Products/Energy Systems/Energy systems scenarios",base,"test product1DPO","<p>Short Des One might not think that something as trivial as a description of a product could mean the difference between someone buying or not. Yet it is a good way of pushing someone who may not have been thinking about acquiring a certain product to consider it and then even take the step towards a purchase. SD</p>","<p>Short Des test</p>",1.000000,1,"Taxable Goods","Catalog, Search",1000.000000,,,,test-product1,"test product1","test product1","test product1",/d/o/download_5__2.jpg,,/d/o/download_5__2.jpg,,/d/o/download_5__2.jpg,,/d/o/download_5__2.jpg,,"5/12/20, 7:27 AM","1/19/21, 1:39 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",India,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=C,dev_port=1,displace=1,enable_advanced_layout=No,enable_delivery_options=Yes,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mount=1,pump_mounting=2,rotation=1,shaft_config=1,shaft_end_displace=25,shaft_port=A,special=1,system_type=Medium,test_vm_type=1,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No,weltpixel_hover_image=/d/o/download_5__2.jpg",100000.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,0,1,1.0000,0,1,0,0,0.0000,1,0,0,0,"12345678,4575621,Cylindrical Proximity,578452","1,2,5,7",,,,,"/d/o/download_5__2.jpg,/i/m/images_2_.jpg,/i/m/images_3__3.jpg,/i/m/images_4__3.jpg,/i/m/images_5__2.jpg",",,,,",,,,,,,,,,,
DG4VC-5-2AL-M-PN2-H-7-50,,Default,simple,"Default Category/Products/Circuit Breakers,Default Category/Products/Circuit Breakers/Plain Air Circuit Breaker/Plain Air Circuit1/Plain Air Circuit1.1,Default Category/Products/Micro Electronics/Microcontroller ",base,"test product 2",,,1.000000,1,"Taxable Goods","Catalog, Search",1200.000000,,,,test-product-2,"test product 2","test product 2","test product 2",,,,,,,,,"5/12/20, 7:29 AM","6/26/20, 5:24 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",India,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,enable_advanced_layout=No,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes",100000.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,0,1,1.0000,0,1,0,0,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
DG4VC-5-33BL,,Default,simple,,base,"test product 4",,,,1,"Taxable Goods","Catalog, Search",1356.000000,,,,test-product-4,"test product 4","test product 4","test product 4 ",,,,,,,,,"5/12/20, 7:32 AM","6/19/20, 3:13 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",India,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,enable_advanced_layout=No,expedited_delivery_time=0,featured_sort_no=12,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,standard_delivery_time=0,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
DG4VC,,Default,simple,"Default Category/Products/Circuit Breakers/Plain Air Circuit Breaker/Plain Air Circuit1/Plain Air Circuit1.1,Default Category/Products/Control & Automation/Photoelectric Sensors/Fiber Optic,Default Category/Products/Micro Electronics/Microcontroller ",base,"test product 5",,,,1,"Taxable Goods","Catalog, Search",122.000000,,,,test-product-5,"test product 5","test product 5","test product 5 ",,,,,,,,,"5/12/20, 7:33 AM","6/3/20, 2:19 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",India,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,configurable_attr_options=0,enable_advanced_layout=No,expedited_delivery_time=0,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,standard_delivery_time=0,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes",99999.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
Attribute,,Default,simple,"Default Category/Products/Circuit Breakers/Plain Air Circuit Breaker/Plain Air Circuit1/Plain Air Circuit1.1,Default Category/Products/Energy Systems/Energy systems scenarios",base,Simple_DPO,"<p>This is your opportunity to be a little creative and establish a voice (personality and tone) for your brand — whether that be serious, casual or even irreverent. Just imagine you’re at a party, telling someone you’ve just met about the product. How would you describe it so that they’d understand how great it truly is?</p>
<p>This voice permeates every aspect of your online marketing: social media, SEO, paid search — every customer touchpoint. Unique, compelling copy makes your products more relevant for search engines and other marketing mediums that value original content.</p>",,,1,"Taxable Goods","Catalog, Search",250.000000,200.000000,1/19/21,,attribute,Attribute,Attribute,"Attribute This is your opportunity to be a little creative and establish a voice (personality and tone) for your brand — whether that be serious, casual or even irreverent. Just imagine you’re at a party, telling someone you’ve just met about the product.",/d/o/download_5__5.jpg,,/d/o/download_5__5.jpg,,/d/o/download_5__5.jpg,,/d/o/download_5__5.jpg,,"6/8/20, 5:09 AM","1/27/21, 11:29 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"amxnotif_hide_alert=No,brand=DCW TEST,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=B,enable_advanced_layout=Yes,enable_delivery_options=Yes,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=2,shaft_end_displace=25,shaft_port=C,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No,weltpixel_hover_image=/d/o/download_5__5.jpg",99999.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,/d/o/download_5__5.jpg,,,,,,,,,,,,
"New Simple",,Default,simple,"Default Category/Products/Circuit Breakers/Plain Air Circuit Breaker/Plain Air Circuit1/Plain Air Circuit1.1,Default Category/Featured Products,Default Category/Products/Micro Electronics/Microcontroller ",base,"New Simple (credit)","<p>There is a fine line to walk between being overly descriptive and being too vague. Take the following sentence (taking from a website for a hotel in New York), for example, “Techno-glam energy surges through the one-bedroom Fantastic Suite in a bolt of cool electric blue, sparkling with Times Square energy in your own urban sanctuary atop the dazzling Broadway lights.” A description like this might make one sceptical more than interested</p>",,1.000000,1,"Taxable Goods","Catalog, Search",251.000000,,,,new-simple,"New Simple","New Simple","New Simple There is a fine line to walk between being overly descriptive and being too vague. Take the following sentence (taking from a website for a hotel in New York), for example, “Techno-glam energy surges through the one-bedroom Fantastic Suite in a",/m/o/motor-images-14.jpg,,/m/o/motor-images-14.jpg,,/m/o/motor-images-14.jpg,,/m/o/motor-images-14.jpg,,"6/9/20, 6:39 PM","6/8/21, 4:49 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"amxnotif_hide_alert=No,brand=Synaty,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=D,enable_advanced_layout=No,enable_delivery_options=No,featured_sort_no=100,height=2,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,length=2,mid_port=B,mid_pump_displace=12,pump_mounting=29,shaft_end_displace=25,shaft_port=C,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=Yes,weltpixel_hover_image=/m/o/motor-images-14.jpg,width=3",99965.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,/m/o/motor-images-14.jpg,,,,,,,,,,,,
Attribute-1,,Default,simple,"Default Category/Products/Circuit Breakers/Plain Air Circuit Breaker/Plain Air Circuit1/Plain Air Circuit1.1,Default Category/Products/Energy Systems/Energy systems scenarios",base,Simple_noneDPO,"<p>This is your opportunity to be a little creative and establish a voice (personality and tone) for your brand — whether that be serious, casual or even irreverent. Just imagine you’re at a party, telling someone you’ve just met about the product. How would you describe it so that they’d understand how great it truly is?</p>
<p>This voice permeates every aspect of your online marketing: social media, SEO, paid search — every customer touchpoint. Unique, compelling copy makes your products more relevant for search engines and other marketing mediums that value original content.</p>",,,1,"Taxable Goods","Catalog, Search",150.000000,110.000000,1/19/21,,attribute-1,Attribute,Attribute,"Attribute This is your opportunity to be a little creative and establish a voice (personality and tone) for your brand — whether that be serious, casual or even irreverent. Just imagine you’re at a party, telling someone you’ve just met about the product.",/i/m/images_3__2.jpg,,/i/m/images_3__2.jpg,,/i/m/images_3__2.jpg,,/i/m/images_3__2.jpg,,"6/12/20, 4:30 AM","1/19/21, 1:38 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"amxnotif_hide_alert=No,brand=DCW TEST,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=B,dev_port=1,displace=1,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mount=1,pump_mounting=2,rotation=1,shaft_config=1,shaft_end_displace=25,shaft_port=A,special=1,system_type=Medium,test_vm_type=1,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No,weltpixel_hover_image=/i/m/images_3__2.jpg",99999.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,"/i/m/images_3__2.jpg,/d/o/download_5__1.jpg,/i/m/images_4__2.jpg,/1/_/1_2.jpg,/1/_/1_1_1.jpg",",,,,",,,,,,,,,,,
"Cylindrical Proximity",,Default,simple,"Default Category/Products/Hydraulics,Default Category/Products/Hydraulics/Hydraulic Motors,Default Category/Products/Hydraulics/Hydraulic Motors/Vane Motors,Default Category/Featured Products",base,"MHT Cylindrical Proximity Sensor with Rigid Outofstk","<p>There is a fine line to walk between being overly descriptive and being too vague. Take the following sentence (taking from a website for a hotel in New York), for example, “Techno-glam energy surges through the one-bedroom Fantastic Suite in a bolt of cool electric blue, sparkling with Times Square energy in your own urban sanctuary atop the dazzling Broadway lights.” A description like this might make one sceptical more than interested</p>",,,1,"Taxable Goods","Catalog, Search",25025.000000,,,,cylindrical-proximity-sensor-with-rigid-outofstk,"Cylindrical Proximity Sensor with Rigid Outofstk","Cylindrical Proximity Sensor with Rigid Outofstk","Cylindrical Proximity Sensor with Rigid Outofstk There is a fine line to walk between being overly descriptive and being too vague. Take the following sentence (taking from a website for a hotel in New York), for example, “Techno-glam energy surges throug",/1/_/1_5.jpg,,/1/_/1_5.jpg,,/1/_/1_5.jpg,,/1/_/1_5.jpg,,"6/12/20, 4:37 AM","2/3/21, 8:49 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"amxnotif_hide_alert=No,brand=Synaty,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=B,enable_advanced_layout=No,enable_delivery_options=Yes,featured_sort_no=12,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,model_no=CPM,pump_mounting=2,shaft_end_displace=25,shaft_port=A,standard_delivery_time=Ships in 10 - 14 Weeks,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No,weltpixel_hover_image=/1/_/1_5.jpg",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,"/1/_/1_5.jpg,/d/o/download_5__4.jpg,/i/m/images_3__5.jpg,/i/m/images_4__5.jpg,/i/m/images_5__4.jpg",",,,,",,,,,,,,,,,
DG4VC-5-22N-M-PS2-H-7-50,,Default,simple,,base,"test product 3",,,1.000000,2,"Taxable Goods","Catalog, Search",1000.000000,,,,test-product-3,"test product 3","test product 3","test product 3",,,,,,,,,"6/24/20, 4:30 AM","7/20/20, 2:19 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",India,"amxnotif_hide_alert=No,cart2quote_quotable=Use default,enable_advanced_layout=No,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,0,1,1.0000,0,1,0,0,0.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
DG4VC-5-33BL-M-PS2-H-7-50,,Default,simple,,base,"test product 4",,,1.000000,2,"Taxable Goods","Catalog, Search",1356.000000,,,,test-product-4,"test product 4","test product 4","test product 4",,,,,,,,,"6/24/20, 4:30 AM","7/20/20, 2:20 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",India,"amxnotif_hide_alert=No,cart2quote_quotable=Use default,enable_advanced_layout=No,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,0,1,1.0000,0,1,0,0,0.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
DG4VC-5-7C-M-PN2-H-7-50,,Default,simple,,base,"test product 5",,,1.000000,2,"Taxable Goods","Catalog, Search",122.000000,,,,test-product-5,"test product 5","test product 5","test product 5",,,,,,,,,"6/24/20, 4:32 AM","7/20/20, 2:18 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",India,"amxnotif_hide_alert=No,cart2quote_quotable=Use default,enable_advanced_layout=No,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,0,1,1.0000,0,1,0,0,0.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
DG5V-7-0C-E-T-P2-T-86-JA,,Default,simple,,base,"test product 6",,,1.000000,2,"Taxable Goods","Catalog, Search",120.000000,,,,test-product-6,"test product 6","test product 6","test product 6",,,,,,,,,"6/24/20, 4:32 AM","7/20/20, 2:16 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",India,"amxnotif_hide_alert=No,cart2quote_quotable=Use default,enable_advanced_layout=No,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,0,1,1.0000,0,1,0,0,0.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
DG5V-7-0C-2-E-P2-V-86-JA,,Default,simple,"Default Category/Products/Circuit Breakers,Default Category/Products/Circuit Breakers/Plain Air Circuit Breaker/Plain Air Circuit1",base,"Test product",,,1.000000,2,"Taxable Goods","Catalog, Search",122.000000,,,,test-product,"Test product","Test product","Test product",,,,,,,,,"6/24/20, 5:17 AM","7/20/20, 2:15 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",India,"amxnotif_hide_alert=No,cart2quote_quotable=Use default,enable_advanced_layout=No,expedited_delivery_time=Stock will be back in 10 Days,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,standard_delivery_time=Stock will be back in 5 Days,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,0,1,1.0000,0,1,0,0,0.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
DG5V-H8-Red-02-1C,,Default,simple,"Default Category/Featured Products",base,"DG5V-H8 - Directional Control Valve-Red-02-1C","One might not think that something as trivial as a description of a product could mean the difference between someone buying or not. Yet it is a good way of pushing someone who may not have been thinking about acquiring a certain product to consider it and then even take the step towards a purchase.

There is a fine line to walk between being overly descriptive and being too vague. Take the following sentence (taking from a website for a hotel in New York), for example, “Techno-glam energy surges through the one-bedroom Fantastic Suite in a bolt of cool electric blue, sparkling with Times Square energy in your own urban sanctuary atop the dazzling Broadway lights.” A description like this might make one sceptical more than interested. Can something really be so fantastical? On the other hand, a product that has too little information might make you wonder if there might be something wrong with the product and that’s why so little is said about it.

To know what type of product descriptions to use in your electronic product catalogue, you need to know to what type of customer you are appealing to. ",,2.000000,1,"Taxable Goods","Not Visible Individually",180.000000,,,,dg5v-h8-directional-control-valve-red-02-1c,"test config2","test config2","test config2 ",/c/i/cis_logo_2.png,,/c/i/cis_logo_2.png,,/c/i/cis_logo_2.png,,/c/i/cis_logo_2.png,,"6/24/20, 8:40 PM","11/9/20, 7:55 AM",,,"Block after Info Column",,,,No,,,,,,,"Use config",,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,color=Red,configurable_attr_options=0,cover_end_displace=7,cover_port=C,dev_port=1,displace=1,enable_advanced_layout=Yes,enable_delivery_options=No,expedited_delivery_time=Ships In 1 - 3 Days,featured_sort_no=0,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mount=1,pump_mounting=29,rotation=1,shaft_config=1,shaft_end_displace=25,shaft_port=C,special=1,standard_delivery_time=Ships in 10 - 14 Weeks,system_type=Medium,test_vm_type=1,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No,weltpixel_hover_image=/c/i/cis_logo_2.png",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,/c/i/cis_logo_2.png,,,,,,,,,,,,
